16	1.05307e-05
16	1.09583e-05
16	8.02297e-06
196	0.00395125
196	0.00380638
196	0.0036961
576	0.0447747
576	0.0467553
576	0.0455317
1156	0.305594
1156	0.324432
1156	0.317036
1936	1.22214
1936	1.24391
1936	1.28819
2916	3.68824
2916	4.18335
2916	4.32741
2916	5.24683
2916	5.27534
2916	5.47745
5476	22.8259
5476	22.6422
5476	23.4846
7056	46.9533
7056	47.0254
7056	46.4571
8836	89.7806
8836	90.4031
8836	91.6098
10816	161.777
10816	161.983
10816	164.344
